title,location,Main_task,qualifications,Preferred_Qualifications,skills,url
[전문연구요원] Computer Vision Engineer,경기 수원시,"• Vision 관련 딥러닝 모델과 서비스의 운용을 위한 파이프라인 개발
• 솔루션 형태의 다양한 Vision AI 제품 개발 및 관리
• 카메라 하드웨어와 연동된 프로젝트 진행","• C++/C# Solution 개발 경험
• 석사 이상 (2년 차 이상)
• 지원 자격 : 컴퓨터 공학
• 필수 언어 : C++, Python
• 이수 과목 : 선형대수학, 수치해석","• MLops 관련 개발 경험
• NVIDIA Framework (CUDA, JetPack, Tensor) 관련 작업 경험
• 데이터 및 GPU 서버를 활용한 AI 모델 서빙 경험
• (optional) 컴퓨터 비전 문제 해결 경험
- 물체 인식 (Detection / Classification / Segmentation)
- Anomaly Classification / Segmentation
• C++ 기반 프로젝트 경험
• 카메라 하드웨어 관련 활용 경험","['C#', 'Python', 'C++']",https://www.wanted.co.kr/wd/259584
연구소 회로설계 및 HW 개발,경기 화성시,"• Analog/Digital 회로 설계(OPAMP, DAC, ADC)
• H/W 성능 및 시험 검증
• 개발단계 부품 발주 및 관리","• 학력 : 초대졸이상
• 경력 : 0 ~ 7년
• 신입지원 가능
• 해외 여행에 결격 사유가 없는자
• 고용 형태 : 정규직(수습 3개월)
• 근무 지역 : 경기 화성시
• 근무 요일/시간 : 주5일(월~금) | 09:00 ~ 18:00","• 디스플레이 검사장비(OLED, Micro-LED) 개발 경험자
• 반도체 계측장비 회로개발 경험자
• FPGA 설계 경험자",[],https://www.wanted.co.kr/wd/241168
AI 엔지니어(NLP/LLM),서울 송파구,"• LLM 모델 커스터마이징을 위한 대규모 데이터 관리(전처리, 후처리)
• LLM 모델 학습 과정 및 결과에 대한 정량적 분석
• LLM 모델 서비스를 위한 프롬프트 엔지니어링 및 RAG 연구","• 최신 NLP (특히 LLM) 모델을 사용하거나 공부한 경험이 있으신 분
• NLP Production 개발 경험이 있으신 분
• LLM Model을 serving하거나 finetuning 해보신 분
• 적절한 답변 유도를 위해 Prompt engineering을 수행해보신 분
• 최신 논문 읽기 및 이해 능력 가능하신 분.
• 독립적인 연구 및 실험 설계 가능하신 분.
• 강력한 문제 해결 능력과 비판적 사고 능력있으신 분.","• 자연어 처리(NLP) 및 머신러닝(ML) 분야에서의 최소 3-5년 이상의 실무 경험.
• 관련 분야의 석사 또는 박사 학위 소지자.
• 대규모 언어 모델(예: GPT, BERT 등) 연구 및 개발 경험.
• 적극적이고 진취적인 태도
• 최신 기술 동향에 대한 지속적인 학습 및 적용 의지",[],https://www.wanted.co.kr/wd/259565
인공지능(AI) 개발자,서울 중구,"• 대규모 데이터 처리 및 AI 모델 학습
• AI 기술을 활용한 서비스 자동화 및 비용절감
• 딥러닝, 머신러닝 알고리즘을 활용한 서비스 고도화","• 항공/여행 산업에 대한 이해 및 관심
• AI 모델의 실서비스 적용 및 운영 경험
• 추천 시스템, 예측 모델 또는 자연어 처리(NLP) 프로젝트 경험","• AI 모델의 실서비스 적용 및 운영 경험
• 추천 시스템, 예측 모델 또는 자연어 처리(NLP) 프로젝트 경험
• 항공/여행 산업에 대한 이해 및 관심",['Python'],https://www.wanted.co.kr/wd/257537
SW개발 AI 개발자,경기 수원시,"ㆍAP, GPS, 비콘 및 사내그룹웨어 데이터 기반 동선추적으로 자동 근태를 측정할 수 있는 AI프로세스 정립
ㆍ사고예방 시스템 AI학습을 위한 데이터 수집방법 및 Schema 정의
ㆍ위치기반 알림전송, 산업현장에서의 위험구역 자동설정 AI개발
ㆍAI 학습 모델 개발 및 개선
ㆍAI를 응용한 산업안전사고 예방 시나리오 생성
ㆍ정부과제작성 및 과제 운영 RCMS 예산집행","ㆍ경력 : 무관 (신입도 지원 가능)
ㆍ직무역량
3가지 이상의 모델링 방법을 사용해보신 분
대용량 데이터처리 경험이 있으신 분
시계열 데이터 처리경험이 있으신 분
연도별 AI성능에 대한 목표수준을 정하고, 달성 가능한 분
관련 전공 석사학위 이상 보유자
소규모 TFT, CFT를 직접 구성하여 리드해보신 분","ㆍ서비스 기획이 가능하신 분
ㆍ관련직종 5년이상 근무하신 분
ㆍ영상/이미지 처리가 가능하신 분
ㆍ정부과제 수행경험이 있으신분",[],https://www.wanted.co.kr/wd/257108
AI 엔지니어 (Stable diffusion / VITON),서울 강남구,"연구목표
• Stable diffusion 및 VITON 모델을 활용하여 사진 -＞ 내옷 복원, 내옷 -＞ 내가 입은 모습을 효과적으로 재현할 수 있는 기술 개발 (기존 모델 차용, 자체 모델링, 자체 학습 등 필요한 모든 것 수행)
• 실제 에이클로젯 서비스에 탑재하기 위한 시스템 기술 및 인프라 개발
• 최적화된 성능을 보장하기 위한 전후처리 기술 개발 및 이에 필요한 이미지/언어 딥러닝 모델 개발 및 도입
• ML 모델링에만 집중하지 않고, 데이터의 의미와 상태를 끊임없이 개선","• 딥러닝에 대한 기초 지식이 매우 뛰어나신 분
• Stable diffusion 에 대한 기본 소양 및 관련 논문 또는 프로젝트 경험하신 분
• 석/박사 또는 이에 상응 하신 자격을 갖추신 분
• DL Framework (Pytorch, Tensorflow, Keras) 중 1가지 이상을 자유롭게 활용 가능한 분
• 긍정적이고 도전적이며, 필요한 일을 정의하여 주도적으로 일하는 사람 (가장 중요한 필수요건)
• 전 세계 에이클로젯 유저들에게 그들의 옷장 데이터, 최신 AI 모델/LLM을 활용하여 새로운 가치를 제공하고 싶은 분
• 큰 기업과 스타트업의 차이를 알고 있고, 스타트업 마인드를 보유하고 있는 분
• AI 에 대한 기본 개념을 잘 이해하고 있고, 관련 프로젝트를 다수 수행해본 분
• ""연구""적으로 의미가 깊은 것 보다는, 실제 서비스에 필요하고 사용자들의 편의성을 높이는 기술 개발에 대한 높은 관심 (연구 목적의 업무는 조금도 하지 않습니다)
• Notion/Slack을 통한 커뮤니케이션, Github를 통한 버전관리에 익숙하신 분","•이전에 도전적인 성과를 주도적으로 이뤄나간 경험을 보유한 분
•스스로 업무 계획을 세분화하고 추진하는 역량을 보유한 분
•새로운 것을 빠르게 배울 수 있고, 실제로 빠르게 배워서 성과를 낸 경험이 있는 분
•MLflow, WandB, Neptune 관련 기술 및 경험이 있으신 분
•데이터의 통계적 분석과 모델 분석을 통한 insight가 있으신 분

현재 사용하는 기술/환경
• Pytorch, Python, Github, MLFlow, Opencv, AWS, GCP, Docker
• Notion, Slack, Jira",[],https://www.wanted.co.kr/wd/256995
딥러닝 엔지니어,서울 강남구,"연구목표
• Stable diffusion 및 VITON 모델을 활용하여 사진 -＞ 내옷 복원, 내옷 -＞ 내가 입은 모습을 효과적으로 재현할 수 있는 기술 개발 (기존 모델 차용, 자체 모델링, 자체 학습 등 필요한 모든 것 수행)
• 실제 에이클로젯 서비스에 탑재하기 위한 시스템 기술 및 인프라 개발
• 최적화된 성능을 보장하기 위한 전후처리 기술 개발 및 이에 필요한 이미지/언어 딥러닝 모델 개발 및 도입
• ML 모델링에만 집중하지 않고, 데이터의 의미와 상태를 끊임없이 개선","• 딥러닝에 대한 기초 지식이 매우 뛰어나신 분
• Stable diffusion 에 대한 기본 소양 및 관련 논문 또는 프로젝트 경험하신 분
• 석/박사 또는 이에 상응 하신 자격을 갖추신 분
• DL Framework (Pytorch, Tensorflow, Keras) 중 1가지 이상을 자유롭게 활용 가능한 분
• 긍정적이고 도전적이며, 필요한 일을 정의하여 주도적으로 일하는 사람 (가장 중요한 필수요건)
• 전 세계 에이클로젯 유저들에게 그들의 옷장 데이터, 최신 AI 모델/LLM을 활용하여 새로운 가치를 제공하고 싶은 분
• 큰 기업과 스타트업의 차이를 알고 있고, 스타트업 마인드를 보유하고 있는 분
• AI 에 대한 기본 개념을 잘 이해하고 있고, 관련 프로젝트를 다수 수행해본 분
• ""연구""적으로 의미가 깊은 것 보다는, 실제 서비스에 필요하고 사용자들의 편의성을 높이는 기술 개발에 대한 높은 관심 (연구 목적의 업무는 조금도 하지 않습니다)
• Notion/Slack을 통한 커뮤니케이션, Github를 통한 버전관리에 익숙하신 분","•이전에 도전적인 성과를 주도적으로 이뤄나간 경험을 보유한 분
•스스로 업무 계획을 세분화하고 추진하는 역량을 보유한 분
•새로운 것을 빠르게 배울 수 있고, 실제로 빠르게 배워서 성과를 낸 경험이 있는 분
•MLflow, WandB, Neptune 관련 기술 및 경험이 있으신 분
•데이터의 통계적 분석과 모델 분석을 통한 insight가 있으신 분

현재 사용하는 기술/환경
• Pytorch, Python, Github, MLFlow, Opencv, AWS, GCP, Docker
• Notion, Slack, Jira","['Github', 'Pytorch', 'Python', 'AWS', 'Docker']",https://www.wanted.co.kr/wd/170201
머신러닝 엔지니어,서울 강남구,"• 광범위한 의료 데이터를 기반으로 대규모 ML 모델을 설계, 학습, 튜닝 및 배포합니다.
• 최신 MLOps 프레임워크와 도구를 활용하여 production 환경에서의 모델 성능을 모니터링하고 개선합니다.
• 데이터 사이언티스트 및 의료 전문가와 협력하여 모델의 정확성과 효율성을 최적화하고 제품의 가치를 극대화합니다.
• 데이터 엔지니어와 긴밀히 협력하여 체계적이고 자동화된 ML 학습, 검증, 및 배포 프로세스를 구축합니다.","• Python 및 ML Framework (Tensorflow, PyTorch, Lightning, etc.) 숙련도
• ML Lifecycle 및 MLOps에 대한 이해
• 뛰어난 문제 해결 능력 및 협업 능력","• AWS, Azure, GCP 등 클라우드 플랫폼 경험
• ML 소프트웨어 제품화 경험
• MLOps 도구 및 프로세스에 대한 경험
• 버전 관리와 협업을 위한 Git/Github 경험
• 소프트웨어 컨테이너화 및 오케스트레이션을 위한 Docker/Docker Compose 경험
• 의료/헬스케어 데이터 관련 경험
• AI 관련 분야 논문 출판 기록 또는 학술적 성과",[],https://www.wanted.co.kr/wd/245705
딥러닝/머신러닝 분야 연구원 (인공지능 개발자),서울 강남구,"ㆍ영상 기반 AI / ML 기법 개발
- WSI-classification
- Segmentation
- Detection
- Classification
• Deeplearning 학습
• 최신 기술 follow-up
• Algorithm 개발","ㆍ컴퓨터공학 전공 혹은 그에 준하는 전공 및 지식을 보유하신 분
ㆍimage processing & Computer vision 기초지식 보유하신 분
ㆍ개발 협업툴 (Github, Jira 등)의 경험이 있으신 분
ㆍComputer vision 관련 / AI 관련 프로젝트 수행 경험 ( 연구 설계 / 구현 / 검증 수행 경험 )","ㆍComputer vision 관련 AI 분야의 석사 혹은 박사
ㆍ논문
- 국제 논문 / Top tier AI conference ( CVPR, ICCV, AAAI 등 ) 출판 및 발표 경험
- 1 저자 / 발표 경험 우대
ㆍ최신 Open-Source 활용 능력
ㆍWhole slide image processing 경험
- 병리 image 기반 segmentation & detection & classification 경험 우대","['Git', 'Github', 'Linux', 'Pytorch', 'C / C++', 'Python', 'Docker', 'Ubuntu', 'OpenCV']",https://www.wanted.co.kr/wd/255043
CAD Engineer - 전문연구요원 가능,서울 강남구,"• 수학적/기하학적 알고리즘 설계 및 구현
• 3D 모델링 및 시뮬레이션 알고리즘 개발
• 성능 최적화를 위한 효율적인 알고리즘 설계
• 다양한 CAD 시스템 요구 사항에 맞춰 모듈 및 기능 개발
• Dentbird Solutions 제품화 및 성능 개선, 최적화, 보안 강화 및 유지보수
• 요구 사항에 따른 기능 설계 및 구현
다양한 솔루션 모듈 개발 및 통합 작업 수행

[커리어비전]
• Web기반 3차원 렌더링 기술을 도입한 소프트웨어를 개발할 수 있게 됩니다.
• 인공지능 기능을 비롯하여 다양한 라이브러리를 개발 및 활용할 수 있게 됩니다.
• CAD 알고리즘을 로컬환경 뿐만아니라 웹환경에서의 개발도 가능하게 됩니다.
• Mesh 구조, 알고리즘을 설계 구현 가능하게 됩니다.","• 주도적으로 문제를 해결하는 능력이 뛰어나신 분
• 자유롭게 토론하고 의견을 제시하며, 일이 되도록 결과를 만들어 내는 분
• 프로그래밍이 능숙하신 분
• 컴퓨터공학 또는 관련학과 석사 학위 이상 소지하신 분

* 필수제출서류/자유양식
1. 상세 경력이 포함된 이력서
2. 자기소개서 (대학 이전은 기술하지 말 것)
3. 개발 포트폴리오","• 개발 환경, 프로그래밍 언어에 제한 없이 다양한 환경 및 언어를 편하게 하실 수 있는 분
• 3D CAD 또는 그래픽스 관련 S/W 제품 개발 경험
• 딥러닝 활용 S/W 개발 경험
• 의료 데이터 처리 경험","['OpenGL', 'TypeScript', 'Scripting', 'C++']",https://www.wanted.co.kr/wd/226137
AI엔지니어,경기 성남시,"[주요 업무]
• 문서 인식 분야 AI 모델 개발
• 최신 AI 기술 및 연구 동향 파악 및 도입
• 데이터 분석 및 모델 검증을 통한 성능 향상 및 최적화
• 컨테이너 관리 도구(Docker, Podman, Kubernetes 등)를 활용해 모델 학습 및 추론","[자격 요건]
• 컴퓨터공학 또는 관련 분야 학사 이상 학위를 보유하신 분
• TensorFlow, PyTorch 등 주요 Deep Learning 프레임워크 사용 경험이 있는 분
• 데이터 분석 및 시각화 도구(Python, R 등) 사용 경험이 있는 분
• 객체 탐지, 문서 인식, 자연어 처리 등 관련 프로젝트 수행 경험이 있는 분
• 최신 논문에 대한 이해, 구현 및 테스트 가능하신 분
• 다양한 데이터 소스를 다루고 이를 통합하여 분석할 수 있는 분
• 형상관리 툴 활용 능력이 있는 분
• 협업 및 원활한 의사소통 능력이 있는 분","[우대사항]
• 컴퓨터공학 또는 관련 분야 석/박사 학위 또는 이에 준하는 경력을 보유하신 분
• AI 관련 주요 학회 및 저널에 게재된 논문에 주요 저자로 참여한 경험이 있는 분
• AI를 활용하여 제품 개발 및 서비스 상용화 경험이 있는 분
• AI 관련 Competition에서 실적이 있는 분

[기술 스택]
Python
FastAPI
PyTorch
MMdetection
PostgreSQL
Linux
Docker
Anaconda
Git","['Git', 'Linux', 'Pytorch', 'Python', 'Docker', 'PostgreSQL', 'FastAPI']",https://www.wanted.co.kr/wd/254963
AI 최적화 Researcher,서울 강남구,"• 에너자이의 추론 엔진 Optimium은 크게 ""Graph Level"", ""Kernel level"", ""Runtime level"" 로 구분됩니다.
• 해당 직군은 ""Graph Level""에서의 연구 개발을 맡아 수행하실 분을 찾고 있습니다. ""Graph Level""에서의 연구 개발은 아래 내용을 포함합니다.

• AI 추론 엔진 딥러닝 모델 최적화 알고리즘 개발
- 사내 자체 개발한 언어를 활용해 convolution, GEMM 등의 연산을 메모리 캐싱, vectorization 등을 고려해서 최적화되도록 구현
- Quantization operation을 포함한 Operation fusion 알고리즘 알고리즘 개발
- Reinforcement Learning, Dynamic programming 등을 활용하여 Optimium에서의 각종 최적화 문제를 풀고 연구 개발
- Multi-device allocation 문제
- Automatic mixed precision 알고리즘 개발
- Time complexity와 Performance를 고려한 Auto Tuning 알고리즘 개발
- LLM 최적화
- SLM 추론 최적화 연구
- AI 추론 엔진 소프트웨어 개발
- Kubernetes를 이용한 Multi-device 자원 관리
- Auto-Tuning 가속화를 위한 Database 구축","• 학부 4학년 이상
• 해외 여행에 결격 사유가 없으신 분
• Python 프로젝트 개발 경험이 있으신 분
• 딥러닝 프레임워크 (Pytorch, Tensorflow 등) 사용 경험이 있으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다. (Ex: 산업기능요원 보충역 편입, 전문연구요원 현역 전직 등)
- (Ex: 산업기능요원 현역, 전문연구요원 편입 등)","• vTune 등의 profiler를 이용하여 소프트웨어 최적화를 해보신 분
• 컴퓨터 아키텍쳐 관련 지식이 풍부하신 분
• 딥러닝 모델 경량화 및 추론 가속화 기법에 관한 경험이 있으신 분
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유 시 경력 인정","['Pytorch', 'Python', 'C', '개발', 'C++', 'CCTV', '인공 지능']",https://www.wanted.co.kr/wd/219652
(전문연구요원 가능) ML Engineer/Researcher,서울 강남구,"• Computer Vision 알고리즘 개발
-다양한 형태의 데이터 처리 (Radar, Smartphone Image, CCTV Image, Industrial Image 등)
- Vision 관련 task 수행 (super resolution, detection, inpainting, low lighting 등)
• 딥러닝 모델 경량화 알고리즘 개발
- 주어진 Task 와 Constraint를 고려한 딥러닝 모델 설계 및 경량화 알고리즘
개발 (Quantization, NAS 등)
- Edge Device 탑재될 경량화된 모델 개발","[공통]
• 학부 4학년 이상
• Python 을 활용한 프로젝트 수행 경험이 있으신 분
• 딥러닝 프레임워크 (Pytorch, Keras, Tensorflow 등) 을 활용한 프로젝트 수행 경험이 있으신 분","• 이미지 or 신호 처리, 딥러닝 모델 최적화 (network compression, NAS) 경험
• Image enhancement 계열 (super resolution, inpainting, low light imaging 등)의 task 경험
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유 시 경력 인정
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다.
- (Ex: 산업기능요원 현역, 전문연구요원 편입 등)","['Pytorch', 'Python', 'C', '개발', 'C++', 'CCTV', '인공 지능']",https://www.wanted.co.kr/wd/110126
(전문연구요원 가능) AI 컴파일러 엔지니어,서울 강남구,"[공통]
AI compiler 개발
• Virtual Machine 개발
• 사내 자체 언어 개발
- Parser, Lexer 개발
- Type inference algorithm 구현
• Intel AMX 지원을 위한 intrinsic 구현
• 이 외 성능 최적화를 위한 각종 compiler technique 구현 및 연구
• MLIR 사용
• Optimizing ML/vision algorithm on DSP/NPU/AP
- Preprocessing procedure, deep learning kernel 및 각종 Vision 알고리즘을 DSP/NPU/AP 등에 최적화하여 지연 시간 및 사용 메모리를 최소화","• 학부 4학년 이상
• 해외 여행에 결격 사유가 없으신 분
• C/C++을 활용한 프로젝트 개발 경험이 있으신 분
• (컴파일러 엔지니어) 함수형 언어 (Scala, Haskell, F# 등) 사용 경험이 있으신 분
• (컴파일러 엔지니어) 딥러닝 프레임워크 (Pytorch, tensorflow 등) 사용 경험이 있으신 분
• 병역특례 지원 가능
- 산업기능요원, 전문연구요원 지원 가능하며, 이력서에 별도 표기하여 제출 부탁드립니다.
- (Ex: 산업기능요원 현역, 전문연구요원 편입 등)","• 딥러닝 개념을 알고 동작 커널 개념을 알고 구현해보신 분
• 딥러닝 프레임워크에서 operation 에 대한 지식을 갖추신 분
• 컴파일러 최적화에 관한 지식이 있으신 분
• 컴퓨터 아키텍쳐 관련 지식이 풍부하신 분
• Compiler 혹은 Interpreter 를 제작/연구해보신 경험이 있으신 분
• 병렬 프로그래밍 경험이 있으신 분
• 딥러닝 커널 최적화 관련 경험이 있으신 분
• 딥러닝 모델 경량화 기법에 관한 지식이 있으신 분
• 관련 학회 및 저널 게재 경력자
• 관련 전공 석사, 박사 학위 보유 시 경력 인정","['Pytorch', 'Python', 'C', '개발', 'C++', 'CCTV', '인공 지능']",https://www.wanted.co.kr/wd/110132
AI engineer (prompt engineer),서울 관악구,"사업체를 위해 고객 상담 맞춤 AI를 자동 생성해주는 B2B SaaS를 개발합니다.
https://docenty.ai 를 2023년 12월 출시했습니다.
국내 최고 수준 성장 속도
•

모든 직군 채용합니다.
Frontend engineer
Product owner
Marketing, Sales
Designer
Backend engineer
...","Preferences
급속 성장하는 startup 초기 멤버로 참여할 기회를 갈망하시는 분
급속 성장하고자 하는 의지가 크고, 꾸준한 열정으로 성장하실 분
docenty 제품, 사업에 꾸준히 관심과 열정을 가지실 분. LLM, chatbot, SaaS
해외 시장에서 global tech 기업들과 경쟁하는 것을 즐기실 분


일반적인 전형 과정
1. 서류 심사
2. casual video call (회사, 제품, 전형 설명)
3. on-site interview
a. (전공 과목 또는 연구 주제 있는) in-depth 기술 주제 하나 정해서 문답 토론
b. tech position 실무 면접의 경우, live coding, system architecture design (google 등 미국 big-tech interview와 일부 유사)","• 스스로의 힘으로 높은 수준의 허들을 넘어 온 사람, 남들이 정해 놓은 선을 넘어 결과를 만들어 온 사람 (*)
• 특별한 우수성 입증 실적
• 특별히 노력해서 특별한 성과를 달성했던 자랑스러운 이력
• 세상을 혁신, 변화 시킨 경험 또는 습관

오해 없도록 주의
• 자기한테 편한 환경이 갖춰져야만 생산성이 올라간다고 생각하시는 분께 편한 환경을 제공해 드릴 수 없습니다. 아무 조건, 환경에서도 직접 헤쳐나가 실 수 있는 분께 최적 맞춤 환경을 제공하기 위해 최선의 노력을 합니다. (예: 일본 비자 발급 추진 중)
• 성과는 고객 만족, 영업에 도움된 성과만 인정합니다. 실무자 자기 만족한 일의 결과는 아무리 많아도 성과에 포함되지 않습니다.
• 살면서 동료들, 남들, 환경 때문에 자기 성과가 안 나왔다고 오해한다면, 초기 스타트업이랑 안 맞을 가능성이 큽니다. 최종 결과가 고객에 도달하기까지 추진력 있게 문제를 직접 해결 할 분만 채용합니다. 동료들도 적극적으로 돕고, 능력 발휘합니다.
• 처우 수준이 높아져야만 일을 잘 할 수 있다고 생각하시는 분들께 좋은 연봉을 드릴 수 없습니다. 최고의 성과를 내고 potential이 크고, 회사를 성장시킬 분들께 회사가 제공 가능한 모든 것을 최대한 제공합니다. (**)


아이디어 출처
* ""스스로의 힘으로 높은 수준의 허들을 넘어 온 사람, 남들이 정해 놓은 선을 넘어 결과를 만들어 온 사람"" - https://ko.antler.co/ 2024년 데모데이 행사
** ""용병 아닌 선교사를 채용하라"" - https://vimeo.com/731186065 , Jeff Bezos at Amazon","['Github', 'MongoDB', 'Python', 'GCP', 'React.js']",https://www.wanted.co.kr/wd/218810
LLM Researcher,서울 강남구,"• LLM post training을 위한 데이터 수집 및 정제
• LLM Post train 방법론 연구 및 개발
• LLM serving 환경 구축 및 실험
• Generative AI 신규 기술 Research","• Python 등 프로그래밍 언어 경험
• Tensorflow, PyTorch 등 Machine Learning Framework 활용 경험
• LLM Post-training 및 관련 python 라이브러리 사용 경험 (transformers, peft, accelerate 등)
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• 관련 분야(수학, 통계, 컴퓨터 공학 등) 석사 이상 전공자
• LLM Post-training을 위한 데이터 수집, 정제, 및 데이터 구축 경험
• Docker 수행 능력
• CVPR, ICCV, ECCV, NeurIPS, AAAI, IEEE, EMNLP 등 저널/학회 논문 저자 또는 참여","['Git', 'Linux', 'Pytorch', 'Tensorflow', 'Python', 'Docker']",https://www.wanted.co.kr/wd/253458
Document AI Researcher,서울 강남구,"• 비구조 데이터 문서 처리 솔루션 내 신규 모델 개발
• OCR 및 CV, NLP 등 기 개발 모델 유지 보수 및 고도화
• Document AI 관련 신규 기술 research","• Python 등 프로그래밍 언어 경험
• Tensorflow, PyTorch 등 Machine Learning Framework 활용 경험
• CV, NLP 등 Document AI 관련 모델 개발 경험
• 다양한 협업 환경에서 일할 수 있는 능력
• 훌륭한 의사 소통 능력","• 관련 분야(수학, 통계, 컴퓨터 공학 등) 석사 이상 전공자
• Document AI를 위한 데이터 수집, 정제, 및 데이터 구축 경험
• CVPR, ICCV, ECCV, NeurIPS, AAAI, IEEE, EMNLP 등 저널/학회 논문 저자 또는 참여","['Git', 'Linux', 'Pytorch', 'Tensorflow', 'Python', 'Docker', 'OpenCV']",https://www.wanted.co.kr/wd/253469
Generative AI 및 인공지능 유지 관리 연구,서울 강남구,"1. 물류 및 공장자동화 각 사이트에서 필요한 학습 데이터 생성 기법 연구 개발
2. 배포된 AI 모델 성능 유지를 위한 평가 및 추가 학습 등을 위한 데이터 생성 기법 연구 개발
3. 모델 학습 배포 유지관리 lifecycle 연구개발( AIops , Active learning, lifelong learning, etc ) 협업
4. 그 외, Stable Diffusion과 같은 생성형 모델을 목적에 맞게 연구 개발 및 서비스","• 경력 : 무관
• Machine Learning, Deep Learning, 생성모델(diffusion, GAN, VAE 등)에 대한 기본적인 지식을 보유하신 분
• Diffusion, StyleGAN 등 생성형 모델을 다루어본 경험이 있는 분
• 다양한 이미지 데이터를 다루어본 경험이 있는 분
• Python , Tensorflow, Keras, PyTorch, Huggingface
• 오픈소스의 코드 레벨 디버깅 및 커스터마이징 경험이 있는 분","• AI framework/Platform을 통한 실제 서비스 개발/실무 경험이 있는 분
• Git을 활용한 코드 협업 경험이 있으신 분
• 팀원 및 타 분야의 실무자와 원활한 커뮤니케이션 및 의사결정이 가능하신 분
• Object detection, Segmentation 등 인지모델에 대한 관련 지식 혹은 업무 경험이 있는 분","['Git', 'Linux', 'Python']",https://www.wanted.co.kr/wd/253434
"2D/3D Detection, Vision Inspection Engineer",서울 강남구,"1. 객체 검출을 위한 2D/3D Detection
2. 비전 검사를 위한 학습 기반의 불량 검출 기법 또는 Anomaly Detection","• 경력: 경력 무관
• Python/C++을 사용한 컴퓨터 비전 알고리즘 개발 경험자
• Pytorch와 같은 프레임워크를 사용한 다양한 2D/3D Detection 모델 학습 및 개발 경험자","• Point Cloud 데이터를 사용하는 인공지능 모델 개발 및 알고리즘 개발 경험자
• 3D Depth 센서 사용 경험 및 이를 활용한 개발 경험자
• 멀티 카메라 또는 멀티 센서 캘리브레이션 개발 경험자
• 비전 검사를 위한 알고리즘 개발 및 장비 운영 경험자","['Python', 'C++']",https://www.wanted.co.kr/wd/253422
